System,Facility,CCN,State,State_full,County,City,Zip,Profit Status,Status,Lat,Long
Catholic Health Initiatives,Lisbon Area Health Services,blank,ND,North Dakota,Ransom County,Lisbon,58054,Non-profit,Future Prospects: 2020,46.42533,-97.66954
Catholic Health Initiatives,Mercy Hospital,blank,ND,North Dakota,Barnes County,Valley City,58072,Non-profit,Future Prospects: 2020,46.92569,-98.00688
Catholic Health Initiatives,Mercy Hospital,blank,ND,North Dakota,Ramsey County,Devils Lake,58301,Non-profit,Future Prospects: 2020,48.13153,-98.87382
Catholic Health Initiatives,Carrington Health Center,blank,ND,North Dakota,Foster County,Carrington,58421,Non-profit,Future Prospects: 2020,47.44198,-99.06889
Catholic Health Initiatives,Oakes Community Hospital,blank,ND,North Dakota,Dickey County,Oakes,58474,Non-profit,Future Prospects: 2020,46.09558,-98.13353
Catholic Health Initiatives,Saint Joseph's Hospital & Health Center,blank,ND,North Dakota,Stark County,Dickinson,58601,Non-profit,Future Prospects: 2020,46.9159,-102.83435
Catholic Health Initiatives,Mercy Medical Center,blank,ND,North Dakota,Williams County,Williston,58801,Non-profit,Future Prospects: 2020,48.2131,-103.75325
Catholic Health Initiatives,St. Rose Ambulatory & Surgery Center,blank,KS,Kansas,Barton County,Great Bend,67530,Non-profit,Future Prospects: 2020,38.35287,-98.79363
Catholic Health Initiatives,Saint Catherine Hospital,blank,KS,Kansas,Finney County,Garden City,67846,Non-profit,Future Prospects: 2020,38.03484,-100.76704
Catholic Health Initiatives,Saint Vincent Morrilton,blank,AR,Arkansas,Conway County,Morrilton,72110,Non-profit,Future Prospects: 2020,35.15468,-92.77548
Catholic Health Initiatives,Saint Vincent Medical Center North,blank,AR,Arkansas,Pulaski County,Sherwood,72120,Non-profit,Future Prospects: 2020,34.89895,-92.2411
Catholic Health Initiatives,Saint Vincent Infirmary Medical Center,blank,AR,Arkansas,Pulaski County,Little Rock,72205,Non-profit,Future Prospects: 2020,34.7503,-92.35024
Catholic Health Initiatives,Saint Anthony North Hospital,blank,CO,Colorado,Broomfield County,Westminster,80023,Non-profit,Future Prospects: 2020,39.97242,-105.01094
Catholic Health Initiatives,Mercy Medical Center,blank,OR,Oregon,Douglas County,Roseburg,97471,Non-profit,Future Prospects: 2020,43.22015,-123.47587
Catholic Health Initiatives,Saint Anthony Hospital,blank,OR,Oregon,Umatilla County,Pendleton,97801,Non-profit,Future Prospects: 2020,45.6682,-118.81572
CHI Franciscan Health,Gig Harbor Same Day Surgery Center,–,WA,Washington,Pierce County,Gig Harbor,98335,Non-profit,2011-2016,47.29895,-122.62392
CHI Franciscan Health,Harrison Medical Center Bremerton,500039,WA,Washington,Kitsap County,Bremerton,98310,Non-profit,2011-2016,47.59269,-122.623
CHI Franciscan Health,Highline Medical Center,500011,WA,Washington,King County,Burien,98166,Non-profit,2011-2016,47.45281,-122.3501
CHI Franciscan Health,St. Anthony Hospital,500151,WA,Washington,Pierce County,Gig Harbor,98332,Non-profit,2011-2016,47.365,-122.59887
CHI Franciscan Health,St. Clare Hospital,500021,WA,Washington,Pierce County,Lakewood,98499,Non-profit,2011-2016,47.1667,-122.50703
CHI Franciscan Health,St. Elizabeth Hospital,501335,WA,Washington,King County,Enumclaw,98022,Non-profit,2011-2016,47.15033,-121.65485
CHI Franciscan Health,St. Francis Hospital,500141,WA,Washington,King County,Federal Way,98003,Non-profit,2011-2016,47.30513,-122.31508
CHI Franciscan Health,St. Joseph Hospital,500108,WA,Washington,Pierce County,Tacoma,98405,Non-profit,2011-2016,47.24581,-122.467
CHI Health Nebraska/Iowa,CHI Health Mercy Corning,161304,IA,Iowa,Adams County,Corning,50841,Non-profit,2017,41.00973,-94.76344
CHI Health Nebraska/Iowa,CHI Health Mercy Council Bluffs,160028,IA,Iowa,Pottawattamie County,Council Bluffs,51503,Non-profit,2017,41.23202,-95.77811
CHI Health Nebraska/Iowa,CHI Health Missouri Valley,161309,IA,Iowa,Harrison County,Missouri Valley,51555,Non-profit,2017,41.55841,-95.91921
CHI Health Nebraska/Iowa,CHI Health Midlands,280105,NE,Nebraska,Sarpy County,Papillion,68046,Non-profit,2017,41.12489,-96.05946
CHI Health Nebraska/Iowa,CHI Health Immanuel,280081,NE,Nebraska,Douglas County,Omaha,68122,Non-profit,2017,41.36821,-96.05113
CHI Health Nebraska/Iowa,CHI Health Lakeside,280130,NE,Nebraska,Douglas County,Omaha,68130,Non-profit,2017,41.23424,-96.19589
CHI Health Nebraska/Iowa,CHI Health Creighton University Medical Center - University Campus,280060,NE,Nebraska,Douglas County,Omaha,68131,Non-profit,2017,41.2645,-95.96451
CHI Health Nebraska/Iowa,CHI Health St. Mary's,281342,NE,Nebraska,Otoe County,Nebraska City,68410,Non-profit,2017,40.6375,-95.88976
CHI Health Nebraska/Iowa,Saint Mary's Community Hospital,281342,NE,Nebraska,Otoe County,Nebraska City,68410,Non-profit,2017,40.6375,-95.87976
CHI Health Nebraska/Iowa,CHI Health St. Elizabeth,280020,NE,Nebraska,Lancaster County,Lincoln,68510,Non-profit,2017,40.80653,-96.64096
CHI Health Nebraska/Iowa,Saint Elizabeth Regional Medical Center,–,NE,Nebraska,Lancaster County,Lincoln,68510,Non-profit,2017,40.80653,-96.63096
CHI Health Nebraska/Iowa,CHI Health Nebraska Heart,280128,NE,Nebraska,Lancaster County,Lincoln,68526,Non-profit,2017,40.73235,-96.58867
CHI Health Nebraska/Iowa,Nebraska Heart Hospital,280128,NE,Nebraska,Lancaster County,Lincoln,68526,Non-profit,2017,40.73235,-96.57867
CHI Health Nebraska/Iowa,CHI Health Schuyler,281323,NE,Nebraska,Colfax County,Schuyler,68661,Non-profit,2017,41.49314,-97.08363
CHI Health Nebraska/Iowa,CHI Health Plainview,281346,NE,Nebraska,Pierce County,Plainview,68769,Non-profit,2017,42.32227,-97.81212
CHI Health Nebraska/Iowa,CHI Health St. Francis,280023,NE,Nebraska,Hall County,Grand Island,68803,Non-profit,2017,40.95492,-98.42022
CHI Health Nebraska/Iowa,Saint Francis Medical Center,–,NE,Nebraska,Hall County,Grand Island,68803,Non-profit,2017,40.95492,-98.41022
CHI Health Nebraska/Iowa,CHI Health Good Samaritan,280009,NE,Nebraska,Buffalo County,Kearney,68847,Non-profit,2017,40.75891,-99.03072
CHI Health Nebraska/Iowa,Good Samaritan Hospital,–,NE,Nebraska,Buffalo County,Kearney,68847,Non-profit,2017,40.75891,-99.02072
CHI Texas Division,Memorial Lufkin & Memorial Specialty Hospitals,450211,TX,Texas,Angelina County,Lufkin,75904,Non-profit,2018,31.33969,-94.82673
CHI Texas Division,CHI St. Luke's Health Memorial San Augustine,451360,TX,Texas,San Augustine County,San Augustine,75972,Non-profit,2018,31.49499,-94.12708
CHI Texas Division,Burleson Hospital ,–,TX,Texas,Johnson County,Burleson,76028,Non-profit,2018,32.52605,-97.30317
CHI Texas Division,Baylor College of Medicine,–,TX,Texas,Harris County,Houston,77030,Non-profit,2017,29.71062013,-95.4051
CHI Texas Division,Baylor St. Luke's Medical Center,450193,TX,Texas,Harris County,Houston,77030,Non-profit,2017,29.70195987,-95.4051
CHI Texas Division,CHI St. Luke's Health - The Vintage Hospital,670075,TX,Texas,Harris County,Houston,77070,Non-profit,2017,29.97776,-95.57315
CHI Texas Division,CHI St. Luke's Health Memorial Livingston,450395,TX,Texas,Polk County,Livingston,77351,Non-profit,2018,30.7127,-94.82192
CHI Texas Division,CHI St. Luke's Health–The Woodlands Hospital,450862,TX,Texas,Montgomery County,The Woodlands,77384,Non-profit,2017,30.23494,-95.49526
CHI Texas Division,Springwoods Village Hospital ,77389,TX,Texas,Harris County,Spring,77389,Non-profit,2017,30.11516,-95.50749
CHI Texas Division,Bellville Hospital,450253,TX,Texas,Austin County,Belville,77418,Non-profit,2018,29.97879,-96.25057
CHI Texas Division,CHI St. Luke's Health - Sugar Land Hospital,670053,TX,Texas,Fort Bend County,Sugar Land,77478,Non-profit,2017,29.61964,-95.60701
CHI Texas Division,CHI St. Luke's Health - Patients Medical Center,670031,TX,Texas,Harris County,Pasadena,77505,Non-profit,2017,29.64608,-95.13826
CHI Texas Division,Brazosport Health System,450072,TX,Texas,Brazoria County,Lake Jackson,77566,Non-profit,2017,29.05023,-95.47549
CHI Texas Division,CHI St. Josepth Regional Health Center,450011,TX,Texas,Brazos County,Bryan,77802,Non-profit,2018,30.66126,-96.32265
CHI Texas Division,Madison St. Joseph Health Center,451316,TX,Texas,Madison County,Madisonville,77864,Non-profit,2018,30.95416,-95.90559
CHI Texas Division,Grimes Hospital,451322,TX,Texas,Grimes County, Navasota,77868,Non-profit,2018,30.3686,-96.0616
CHS,Moses Taylor Hospital,390119,PA,Pennsylvania,Lackawanna,Scranton,18503,For profit,2019,41.41128,-75.66769
CHS,Regional Hospital of Scranton,390237,PA,Pennsylvania,Lackawanna,Scranton,18510,For profit,2019,41.4073,-75.63681
CHS,Berwick Hospital Center,390072,PA,Pennsylvania,Columbia,Berwick,18603,For profit,2019,41.08294,-76.24886
CHS,Tyler Memorial Hospital,390192,PA,Pennsylvania,Wyoming,Tunkhannock,18657,For profit,2019,41.52524,-75.95414
CHS,Wilkes-Barre General Hospital,390137,PA,Pennsylvania,Luzerne,Wilkes Barre,18702,For profit,2019,41.22083,-75.77366
CHS,First Hospital Wyoming Valley,394039,PA,Pennsylvania,Luzerne,Kingston,18704,For profit,2019,41.2766,-75.89463
CHS,Southside Regional Medical Center,490067,VA,Virginia,Dinwiddie,Petersburg,23805,For profit,2019,37.12899,-77.39781
CHS,Southern Virginia Regional Medical Center,490097,VA,Virginia,Greensville,Emporia,23847,For profit,2019,36.67043,-77.55067
CHS,Southampton Memorial Hospital,490092,VA,Virginia,Isle of Wight,Franklin,23851,For profit,2019,36.65546,-76.95391
CHS,Bluefield Regional Medical Center,510071,WV,West Virginia,Mercer,Bluefield,24701,For profit,2019,37.30095,-81.20655
CHS,Greenbrier Valley Medical Center,510002,WV,West Virginia,Greenbrier,Ronceverte,24970,For profit,2019,37.73129,-80.47891
CHS,Plateau Medical Center,511317,WV,West Virginia,Fayette,Oak Hill,25901,For profit,2019,37.94835,-81.11278
CHS,Lake Norman Regional Medical Center,340129,NC,North Carolina,Iredell,Mooresville,28117,For profit,2019,35.57217,-80.89562
CHS,Davis Regional Medical Center,340144,NC,North Carolina,Iredell,Statesville,28625,For profit,2019,35.86506,-80.88572
CHS,East Georgia Regional Medical Center,110075,GA,Georgia,Bulloch,Statesboro,30458,For profit,2019,32.39865,-81.82559
CHS,Shands Lake Shore Regional Medical Center,100102,FL,Florida,Columbia,Lake City,32055,For profit,2019,30.27019,-82.62038
CHS,Shands Live Oak Regional Medical Center,101301,FL,Florida,Suwannee,Live Oak,32064,For profit,2019,30.29566,-82.98443
CHS,Shands Starke Regional Medical Center,101310,FL,Florida,Bradford,Starke,32091,For profit,2019,29.93119,-82.12548
CHS,North Okaloosa Medical Center,100122,FL,Florida,Okaloosa,Crestview,32539,For profit,2019,30.77476,-86.46308
CHS,Santa Rosa Medical Center,100124,FL,Florida,Santa Rosa,Milton,32570,For profit,2019,30.80758,-86.9717
CHS,Lower Keys Medical Center,100150,FL,Florida,Monroe,Key West,33040,For profit,2019,24.58549,-81.75449
CHS,Bayfront Health St. Petersburg,100032,FL,Florida,Pinellas,Saint Petersburg,33701,For profit,2019,27.77041,-82.6357
CHS,Bayfront Health Punta Gorda,100047,FL,Florida,Charlotte,Punta Gorda,33950,For profit,2019,26.9022,-82.04419
CHS,Bayfront Health Port Charlotte,100077,FL,Florida,Charlotte,Port Charlotte,33952,For profit,2019,26.99012,-82.1022
CHS,Physicians Regional Healthcare System - Collier,–,FL,Florida,Collier,Naples,34114,For profit,2019,25.96746,-81.55034
CHS,Physicians Regional Healthcare System - Pine Ridge,100286,FL,Florida,Collier,Naples,34119,For profit,2019,26.26653,-81.71461
CHS,Venice Regional Bayfront Health,100070,FL,Florida,Sarasota,Venice,34285,For profit,2019,27.09153,-82.43399
CHS,Bayfront Health Seven Rivers,100249,FL,Florida,Citrus,Crystal River,34428,For profit,2019,28.96087,-82.63392
CHS,Bayfront Health Brooksville,100071,FL,Florida,Hernando,Brooksville,34601,For profit,2019,28.59027,-82.36481
CHS,Bayfront Health Spring Hill,–,FL,Florida,Hernando,Spring Hill,34609,For profit,2019,28.47933,-82.5082
CHS,St Cloud Regional Medical Center,100302,FL,Florida,Osceola,Saint Cloud,34769,For profit,2019,28.2451,-81.29113
CHS,Grandview Medical Center,10104,AL,Alabama,Jefferson,Birmingham,35243,For profit,2019,33.44278,-86.73994
CHS,Crestwood Medical Center,10131,AL,Alabama,Madison,Huntsville,35801,For profit,2019,34.72465,-86.56222
CHS,Gadsden Regional Medical Center,10040,AL,Alabama,Etowah,Gadsden,35903,For profit,2019,34.02708,-85.86093
CHS,Flowers Hospital,10055,AL,Alabama,Houston,Dothan,36305,For profit,2019,31.20136,-85.49807
CHS,Medical Center Enterprise,10049,AL,Alabama,Coffee,Enterprise,36330,For profit,2019,31.30615,-85.8632
CHS,South Baldwin Regional Medical Center,10083,AL,Alabama,Baldwin,Foley,36535,For profit,2019,30.38545,-87.72618
CHS,Tennova Healthcare - Clarksville,440035,TN,Tennessee,Montgomery,Clarksville,37040,For profit,2019,36.52333,-87.33337
CHS,Tennova Healthcare - Shelbyville,440137,TN,Tennessee,Bedford,Shelbyville,37160,For profit,2019,35.46396,-86.48382
CHS,Tennova Healthcare - Cleveland,440185,TN,Tennessee,Bradley,Cleveland,37311,For profit,2019,35.11286,-84.92865
CHS,Tennova Healthcare - Harton,440144,TN,Tennessee,Coffee,Tullahoma,37388,For profit,2019,35.34685,-86.21997
CHS,Tennova - Jefferson Memorial Hospital,440056,TN,Tennessee,Jefferson,Jefferson City,37760,For profit,2019,36.11059,-83.46447
CHS,Tennova - LaFollette Medical Center,440033,TN,Tennessee,Campbell,La Follette,37766,For profit,2019,36.398,-84.08638
CHS,Tennova - Newport Medical Center,440153,TN,Tennessee,Cocke,Newport,37821,For profit,2019,35.97621,-83.18983
CHS,Tennova - North Knoxville Medical Center,blank,TN,Tennessee,Knox,Powell,37849,For profit,2019,36.0585,-84.04316
CHS,Tennova - Turkey Creek Medical Center,440226,TN,Tennessee,Knox,Knoxville,37934,For profit,2019,35.87287,-84.17913
CHS,Northwest Mississippi Medical Center,250042,MS,Mississippi,Coahoma,Clarksdale,38614,For profit,2019,34.15577,-90.59906
CHS,Merit Health Rankin,250096,MS,Mississippi,Rankin,Brandon,39042,For profit,2019,32.21202,-89.88862
CHS,Merit Health Madison,250038,MS,Mississippi,Madison,Canton,39046,For profit,2019,32.63195,-89.98542
CHS,Merit Health Natchez,250084,MS,Mississippi,Adams,Natchez,39120,For profit,2019,31.51024,-91.35405
CHS,Merit Health River Region,250031,MS,Mississippi,Warren,Vicksburg,39183,For profit,2019,32.45229,-90.80657
CHS,Merit Health Central,250072,MS,Mississippi,Hinds,Jackson,39204,For profit,2019,32.26814,-90.22691
CHS,Merit Health River Oaks,250138,MS,Mississippi,Rankin,Flowood,39232,For profit,2019,32.32977,-90.09661
CHS,Merit Health Woman's Hospital,250136,MS,Mississippi,Rankin,Flowood,39232,For profit,2019,32.32977,-90.08661
CHS,Merit Health Wesley,250094,MS,Mississippi,Lamar,Hattiesburg,39402,For profit,2019,31.33371,-89.41261
CHS,Merit Health Biloxi,250007,MS,Mississippi,Harrison,Biloxi,39530,For profit,2019,30.32882,-88.95779
CHS,La Porte Hospital,150006,IN,Indiana,LaPorte,La Porte,46350,For profit,2019,41.60735,-86.72158
CHS,Porter Hospital,150035,IN,Indiana,Porter,Valparaiso,46383,For profit,2019,41.45914,-87.00339
CHS,Starke Hospital,150102,IN,Indiana,Starke,Knox,46534,For profit,2019,41.28578,-86.61667
CHS,Kosciusko Community Hospital,150133,IN,Indiana,Kosciusko,Warsaw,46580,For profit,2019,41.20772,-85.87107
CHS,Bluffton Regional Medical Center,150075,IN,Indiana,Wells,Bluffton,46714,For profit,2019,40.71846,-85.17147
CHS,St. Joseph Hospital,150047,IN,Indiana,Allen,Fort Wayne,46802,For profit,2019,41.06794,-85.16312
CHS,Lutheran Hospital,150017,IN,Indiana,Allen,Fort Wayne,46804,For profit,2019,41.05556013,-85.24312
CHS,Lutheran Rehabilitation Hospital,blank,IN,Indiana,Allen,Fort Wayne,46804,For profit,2019,41.04689987,-85.24312
CHS,The Orthopedic Hospital,150168,IN,Indiana,Allen,Fort Wayne,46804,For profit,2019,41.05123,-85.23562
CHS,Dupont Hospital,150150,IN,Indiana,Allen,Fort Wayne,46825,For profit,2019,41.15301,-85.12541
CHS,Dukes Memorial Hospital,151318,IN,Indiana,Miami,Peru,46970,For profit,2019,40.76013,-86.06308
CHS,Northeast Regional Medical Center,260022,MO,Missouri,Adair,Kirksville,63501,For profit,2019,40.16727,-92.59033
CHS,Poplar Bluff Regional Medical Center,260119,MO,Missouri,Butler,Poplar Bluff,63901,For profit,2019,36.76635,-90.46267
CHS,Moberly Regional Medical Center,260074,MO,Missouri,Randolph,Moberly,65270,For profit,2019,39.41515,-92.40279
CHS,Northern Louisiana Medical Center,190086,LA,Louisiana,Lincoln,Ruston,71270,For profit,2019,32.49458,-92.63933
CHS,Medical Center of South Arkansas,40088,AR,Arkansas,Union,El Dorado,71730,For profit,2019,33.20062,-92.62907
CHS,Northwest Health Physicians' Specialty Hospital,40152,AR,Arkansas,Washington,Fayetteville,72703,For profit,2019,36.11505,-94.05393
CHS,Willow Creek Women's Hospital,40022,AR,Arkansas,Washington,Fayetteville,72704,For profit,2019,36.10359,-94.29665
CHS,Northwest Medical Center - Bentonville,–,AR,Arkansas,Benton,Bentonville,72712,For profit,2019,36.35041,-94.25426
CHS,Siloam Springs Regional Hospital,40001,AR,Arkansas,Benton,Siloam Springs,72761,For profit,2019,36.17017,-94.45816
CHS,Northwest Medical Center - Springdale,–,AR,Arkansas,Washington,Springdale,72764,For profit,2019,36.17838,-94.05255
CHS,AllianceHealth midwest,370094,OK,Oklahoma,Oklahoma,Oklahoma City,73110,For profit,2019,35.46116,-97.39766
CHS,AllianceHealth Madill,371326,OK,Oklahoma,Marshall,Madill,73446,For profit,2019,34.08956,-96.77795
CHS,AllianceHealth Clinton,370029,OK,Oklahoma,Custer,Clinton,73601,For profit,2019,35.48715,-98.96583
CHS,AllianceHealth Woodward,370002,OK,Oklahoma,Woodward,Woodward,73801,For profit,2019,36.47878,-99.43646
CHS,AllianceHealth Ponca City,370006,OK,Oklahoma,Kay,Ponca City,74601,For profit,2019,36.70063,-97.1462
CHS,AllianceHealth Durant,370014,OK,Oklahoma,Bryan,Durant,74701,For profit,2019,34.00738,-96.3782
CHS,AllianceHealth Seminole,370229,OK,Oklahoma,Seminole,Seminole,74868,For profit,2019,35.2672,-96.64619
CHS,Navarro Regional Hospital,450447,TX,Texas,Navarro,Corsicana,75110,For profit,2019,32.08693,-96.52879
CHS,Longview Regional Medical Center,450702,TX,Texas,Gregg,Longview,75605,For profit,2019,32.58258,-94.72065
CHS,Woodland Heights Medical Center,450484,TX,Texas,Angelina,Lufkin,75904,For profit,2019,31.33969,-94.81673
CHS,Lake Granbury Medical Center,450596,TX,Texas,Hood,Granbury,76048,For profit,2019,32.42318,-97.80877
CHS,Hill Regional Hospital,450192,TX,Texas,Hill,Hillsboro,76645,For profit,2019,32.02172,-97.1336
CHS,Brownwood Regional Medical Center,450587,TX,Texas,Brown,Brownwood,76801,For profit,2019,31.7425,-99.03991
CHS,San Angelo Community Medical Center,450340,TX,Texas,Tom Green,San Angelo,76904,For profit,2019,31.28359,-100.39453
CHS,DeTar Healthcare System,450147,TX,Texas,Victoria,Victoria,77901,For profit,2019,28.80493,-96.98473
CHS,Laredo Medical Center,450029,TX,Texas,Webb,Laredo,78041,For profit,2019,27.55417,-99.46337
CHS,Cedar Park Regional Medical Center,670043,TX,Texas,Williamson,Cedar Park,78613,For profit,2019,30.50395,-97.81963
CHS,Abilene Regional Medical Center,450558,TX,Texas,Taylor,Abilene,79606,For profit,2019,32.36095,-99.82696
CHS,Northwest Medical Center,30085,AZ,Arizona,Pima,Tucson,85741,For profit,2019,32.33731,-111.03944
CHS,Oro Valley Hospital,30114,AZ,Arizona,Pima,Tucson,85755,For profit,2019,32.46826,-110.98146
CHS,Western Arizona Regional Medical Center,30101,AZ,Arizona,Mohave,Bullhead City,86442,For profit,2019,35.08682,-114.56705
CHS,MountainView Regional Medical Center,320085,NM,New Mexico,DoÃ±a Ana,Las Cruces,88011,For profit,2019,32.31585,-106.6437
CHS,Eastern New Mexico Medical Center,320006,NM,New Mexico,Chaves,Roswell,88201,For profit,2019,33.63973,-104.37994
CHS,Carlsbad Medical Center,320063,NM,New Mexico,Eddy,Carlsbad,88220,For profit,2019,32.29637,-104.41327
CHS,Lea Regional Medical Center,320065,NM,New Mexico,Lea,Hobbs,88240,For profit,2019,32.7078,-103.47152
CHS,Mat-Su Regional Medical Center,20006,AK,Alaska,Matanuska-Susitna,Palmer,99645,For profit,2019,61.6303,-148.98707
Dignity Health,Saint Joseph's Behavioral Health Center,blank,CA,California,San Joaquin County,Stockton,95204,Non-profit,Future Prospects: 2020,37.97388,-121.31987
Dignity Health,Saint Joseph's Medical Center,blank,CA,California,San Joaquin County,Stockton,95204,Non-profit,Future Prospects: 2020,37.97388,-121.31987
Dignity Health,Saint Joseph's Hospital and Medical Center,blank,AZ,Arizona,Maricopa County,Phoenix,85013,Non-profit,Future Prospects: 2020,33.51007,-112.08287
Dignity Health,Chandler Regional Medical Center,blank,AZ,Arizona,Maricopa County,Chandler,85224,Non-profit,Future Prospects: 2020,33.32366,-111.87644
Dignity Health,Mercy Gilbert Medical Center,blank,AZ,Arizona,Maricopa County,Gilbert,85297,Non-profit,Future Prospects: 2020,33.2778,-111.7335
Dignity Health,Saint Rose Dominican Hospitals - Rose de Lima Campus,blank,NV,Nevada,Clark County,Henderson,89015,Non-profit,Future Prospects: 2020,36.03923,-114.92817
Dignity Health,Saint Rose Dominican Hospitals - Siena Campus,blank,NV,Nevada,Clark County,Henderson,89052,Non-profit,Future Prospects: 2020,35.95509,-115.05672
Dignity Health,Saint Rose Dominican Hospital - San Martin Campus,blank,NV,Nevada,Clark County,Las Vegas,89113,Non-profit,Future Prospects: 2020,36.0611,-115.26348
Dignity Health,Saint Mary's Regional Medical Center,blank,NV,Nevada,Washoe County,Reno,89503,Non-profit,Future Prospects: 2020,39.54078,-119.83992
Dignity Health,California Hospital Medical Center,blank,CA,California,Los Angeles County,Los Angeles,90015,Non-profit,Future Prospects: 2020,34.03939,-118.26645
Dignity Health,Saint Mary Medical Center,blank,CA,California,Los Angeles County,Long Beach,90813,Non-profit,Future Prospects: 2020,33.78237,-118.19684
Dignity Health,Glendale Memorial Hospital & Health Center,blank,CA,California,Los Angeles County,Glendale,91204,Non-profit,Future Prospects: 2020,34.13636,-118.26098
Dignity Health,Northridge Hospital Medical Center,blank,CA,California,Los Angeles County,Northridge,91325,Non-profit,Future Prospects: 2020,34.23602,-118.51759
Dignity Health,Saint Bernardine Medical Center,blank,CA,California,San Bernardino County,San Bernardino,92404,Non-profit,Future Prospects: 2020,34.17837,-117.25147
Dignity Health,Community Hospital of San Bernardino,blank,CA,California,San Bernardino County,San Bernardino,92411,Non-profit,Future Prospects: 2020,34.12211,-117.3203
Dignity Health,Saint John's Pleasant Valley Hospital,blank,CA,California,Ventura County,Camarillo,93010,Non-profit,Future Prospects: 2020,34.22983,-119.07464
Dignity Health,Saint John's Regional Medical Center,blank,CA,California,Ventura County,Oxnard,93030,Non-profit,Future Prospects: 2020,34.20532,-119.17484
Dignity Health,Bakersfield Memorial Hospital,blank,CA,California,Kern County,Bakersfield,93301,Non-profit,Future Prospects: 2020,35.38451,-119.02582
Dignity Health,Mercy Hospitals of Bakersfield - Truxton Campus,blank,CA,California,Kern County,Bakersfield,93301,Non-profit,Future Prospects: 2020,35.38451,-119.01582
Dignity Health,French Hospital Medical Center,blank,CA,California,San Luis Obispo County,San Luis Obispo,93401,Non-profit,Future Prospects: 2020,35.24175,-120.61711
Dignity Health,Arroyo Grande Community Hospital,blank,CA,California,San Luis Obispo County,Arroyo Grande,93420,Non-profit,Future Prospects: 2020,35.16612,-120.46508
Dignity Health,Marian Regional Medical Center,blank,CA,California,Santa Barbara County,Santa Maria,93454,Non-profit,Future Prospects: 2020,34.93667,-120.23478
Dignity Health,Sequoia Hospital,blank,CA,California,San Mateo County,Redwood City,94062,Non-profit,Future Prospects: 2020,37.42135,-122.30714
Dignity Health,Saint Francis Memorial Hospital,blank,CA,California,San Francisco County,San Francisco,94109,Non-profit,Future Prospects: 2020,37.79521,-122.42221
Dignity Health,Saint Mary's Medical Center,blank,CA,California,San Francisco County,San Francisco,94117,Non-profit,Future Prospects: 2020,37.76975,-122.44823
Dignity Health,Dominican Hospital,blank,CA,California,Santa Cruz County,Santa Cruz,95065,Non-profit,Future Prospects: 2020,37.03149,-121.98333
Dignity Health,Mark Twain Saint Joseph's Hospital,blank,CA,California,Calaveras County,San Andreas,95249,Non-profit,Future Prospects: 2020,38.18985,-120.62657
Dignity Health,Mercy Medical Center Merced,blank,CA,California,Merced County,Merced,95340,Non-profit,Future Prospects: 2020,37.33905,-120.42426
Dignity Health,Oak Valley Hospital,blank,CA,California,Stanislaus County,Oakdale,95361,Non-profit,Future Prospects: 2020,37.78647,-120.75712
Dignity Health,Mercy San Juan Medical Center,blank,CA,California,Sacramento County,Carmichael,95608,Non-profit,Future Prospects: 2020,38.62585,-121.32828
Dignity Health,Mercy Hospital of Folsom,blank,CA,California,Sacramento County,Folsom,95630,Non-profit,Future Prospects: 2020,38.66707,-121.14176
Dignity Health,Woodland Healthcare,blank,CA,California,Yolo County,Woodland,95695,Non-profit,Future Prospects: 2020,38.6871,-121.85705
Dignity Health,Mercy General Hospital,blank,CA,California,Sacramento County,Sacramento,95819,Non-profit,Future Prospects: 2020,38.56965,-121.4397
Dignity Health,Methodist Hospital of Sacramento,blank,CA,California,Sacramento County,Sacramento,95823,Non-profit,Future Prospects: 2020,38.47408,-121.44347
Dignity Health,Sierra Nevada Memorial Hospital,blank,CA,California,Nevada County,Grass Valley,95945,Non-profit,Future Prospects: 2020,39.19509,-120.977
Dignity Health,Mercy Medical Center Redding,blank,CA,California,Shasta County,Redding,96001,Non-profit,Future Prospects: 2020,40.59649,-122.46005
Dignity Health,Mercy Medical Center Mount Shasta,blank,CA,California,Siskiyou County,Mount Shasta,96067,Non-profit,Future Prospects: 2020,41.30912,-122.36782
Dignity Health,Saint Elizabeth Community Hospital,blank,CA,California,Tehama County,Red Bluff,96080,Non-profit,Future Prospects: 2020,40.16516,-122.38167
Eastside Health Alliance,Concierge Care,–,WA,Washington,King,Bellevue,98004,Non-profit,2019,47.62317013,-122.20345
Eastside Health Alliance,Downtown Bellevue Primary Care Clinic,–,WA,Washington,King,Bellevue,98004,Non-profit,2019,47.62317013,-122.20845
Eastside Health Alliance,Emergency Medical Room,–,WA,Washington,King,Bellevue,98004,Non-profit,2019,47.61884,-122.21095
Eastside Health Alliance,Hospital Campus Primary Care,–,WA,Washington,King,Bellevue,98004,Non-profit,2019,47.61450987,-122.20845
Eastside Health Alliance,Lake Hills Primary Care,–,WA,Washington,King,Bellevue,98007,Non-profit,2019,47.61446,-122.14381
Eastside Health Alliance,Senior Health Clinic Primary Care,–,WA,Washington,King,Bellevue,98004,Non-profit,2019,47.61884,-122.20095
Emory Healthcare,Emory University Orthopaedics & Spine Hospital,–,GA,Georgia,DeKalb County,,30084,Non-profit,2011-2016,33.85431,-84.216
Emory Healthcare,Emory Johns Creek Hospital,110230,GA,Georgia,Fulton County,,30097,Non-profit,2011-2016,34.02595,-84.14704
